,tenantid,Demand Count,Total Demand Amount,Demand Collected,Total No. of Payments,Total Payment Amount Collected,Total No. of consumers
317,Muzaffarpursakrarampurmaniwbb,168,5040.0,0.0,0.0,0.0,84
318,Muzaffarpursakrarampurmaniwbd,78,2340.0,0.0,0.0,0.0,78
319,Muzaffarpursakrarupanpattimathurawaf,167,5010.0,0.0,0.0,0.0,167
320,Muzaffarpursakrarupanpattimathurawah,206,6180.0,90.0,3.0,90.0,103
321,Muzaffarpursakrarupanpattimathurawai,59,1770.0,0.0,0.0,0.0,59
322,Muzaffarpursakrarupanpattimathurawbe,189,5670.0,0.0,0.0,0.0,189
323,Muzaffarpursakrasakrawajidwad,79,2370.0,0.0,0.0,0.0,79
324,Muzaffarpursakrasakrawajidwae,91,2730.0,0.0,0.0,0.0,91
325,Muzaffarpursakrasakrawajidwaf,120,3600.0,0.0,0.0,0.0,120
326,Muzaffarpursakrasakrawajidwag,201,6030.0,0.0,0.0,0.0,201
327,Muzaffarpursakrasakrawajidwah,169,5070.0,390.0,13.0,390.0,169
328,Muzaffarpursakrasakrawajidwaj,51,1530.0,0.0,0.0,0.0,51
329,Muzaffarpursakrasakrawajidwba,260,7820.0,4770.0,155.0,4780.0,131
330,Muzaffarpursakrasakrawajidwbb,120,3600.0,120.0,4.0,120.0,120
331,Muzaffarpursakrasakrawajidwbc,360,10800.0,2340.0,40.0,2340.0,120
332,Muzaffarpursakrasakrawajidwbd,450,13500.0,3830.0,53.0,3830.0,150
333,Muzaffarpursakrasakrawajidwbe,278,8340.0,0.0,0.0,0.0,139
334,Muzaffarpursakrasakrawajidwbf,230,6900.0,0.0,0.0,0.0,115
335,Muzaffarpursakrasakrawajidwbg,120,3600.0,530.0,18.0,530.0,120
336,Muzaffarpursakrasarmastpurwae,369,11010.0,2420.0,68.0,2480.0,123
337,Muzaffarpursakrasarmastpurwaj,110,3300.0,510.0,17.0,510.0,110
338,Muzaffarpursakrasirajabadwac,83,2490.0,0.0,0.0,0.0,83
339,Muzaffarpursakrasirajabadwad,85,2550.0,0.0,0.0,0.0,85
